Report;Date;Time of submition;Location;Activity;Quantity;Size;Species;Stinging Water;Report ID;Distance from coast;Jellies on the beach;Year;Season;Month;Gold;Website version;Week;Area;Zone;Lat.;Long.;bounding
Inshore;14/06/2015;18;Atl-Tir;Swimming;2;Unspecified;Rhopilema nomadica;0;49109;Unspecified;0;2015;Spring;6;1;1.0;25;North;6;32.849519;34.943390;100,456.34,600
Offshore;14/06/2015;18;Atl-Tir;Other;10;Over 60;Rhopilema nomadica;0;49110;200 meters-1 mile;0;2015;Spring;6;1;1.0;25;North;6;32.849519;34.943390;100,456.34,600
Offshore;14/06/2015;10;Nat-Mich;Other;10;30-60;Rhopilema nomadica;0;49111;200 meters-1 mile;0;2015;Spring;6;0;1.0;25;Center;11;32.355448;34.790955;100,456.34,600
Offshore;14/06/2015;10;Nat-Mich;Other;2;0-10;Mnemyopsis Leidyi;0;49112;200 meters-1 mile;0;2015;Spring;6;0;1.0;25;Center;11;32.355448;34.790955;100,456.34,600
Offshore;14/06/2015;10;Mich-Had;Other;10;30-60;Rhopilema nomadica;0;49108;200 meters-1 mile;0;2015;Spring;6;1;1.0;25;Center;10;32.355448;34.790955;100,456.34,600
Offshore;14/06/2015;12;Ash-Plm;Other;2;30-60;Rhopilema nomadica;0;49116;1-6 miles;0;2015;Spring;6;1;1.0;25;South;18;31.809739;34.568481;100,456.34,600
Inshore;15/06/2015;9;Tir-Shq;Swimming;2;0-10;Rhopilema nomadica;0;49118;Unspecified;0;2015;Spring;6;1;1.0;25;North;5;32.849519;34.943390;100,456.34,600
Offshore;15/06/2015;8;Hbay-Aco;Kayak;50;30-60;Rhopilema nomadica;0;49140;200 meters-1 mile;0;2015;Spring;6;1;1.0;25;North;3;32.849519;34.943390;100,456.34,600
Offshore;15/06/2015;12;Hrz-Fal;Other;50;30-60;Rhopilema nomadica;0;49121;200 meters-1 mile;0;2015;Spring;6;1;1.0;25;Center;13;32.355448;34.790955;100,456.34,600
Offshore;15/06/2015;11;Ask-Ash;Other;0;Unspecified;0;0;49117;200 meters-1 mile;0;2015;Spring;6;0;1.0;25;South;19;31.809739;34.568481;100,456.34,600
Inshore;15/06/2015;13;Jaf-Tlv;Swimming;2;Over 60;Rhizostoma pulmo;1;49119;Unspecified;0;2015;Spring;6;0;1.0;25;South;15;31.809739;34.568481;100,456.34,600
Inshore;15/06/2015;18;Plm-Rsh;Diving;10;Oct-30;Rhopilema nomadica;1;49120;Unspecified;1;2015;Spring;6;0;1.0;25;South;17;31.809739;34.568481;100,456.34,600
Inshore;15/06/2015;14;Rsh-Jaf;Walking on Beach;0;Unspecified;0;0;49127;Unspecified;0;2015;Spring;6;0;1.0;25;South;16;31.809739;34.568481;100,456.34,600
Offshore;15/06/2015;7;Ask-Ash;Kayak;50;30-60;Rhopilema nomadica;0;49122;200 meters-1 mile;0;2015;Spring;6;1;1.0;25;South;19;31.809739;34.568481;100,456.34,600
Inshore;16/06/2015;7;Tir-Shq;Swimming;10;Oct-30;Rhopilema nomadica;1;49125;Unspecified;0;2015;Spring;6;0;1.0;25;North;5;32.849519;34.943390;100,456.34,600
Inshore;16/06/2015;19;Dor-Atl;Walking on Beach;2;30-60;Rhopilema nomadica;0;49129;Unspecified;0;2015;Spring;6;0;1.0;25;North;7;32.849519;34.943390;100,456.34,600
Inshore;16/06/2015;9;Tir-Shq;Walking on Beach;0;Unspecified;0;0;49126;Unspecified;0;2015;Spring;6;1;1.0;25;North;5;32.849519;34.943390;100,456.34,600
Inshore;16/06/2015;8;Tlv-Hrz;Swimming;10;30-60;Rhopilema nomadica;1;49123;Unspecified;1;2015;Spring;6;0;1.0;25;Center;14;32.355448;34.790955;100,456.34,600
Inshore;16/06/2015;7;Nat-Mich;Swimming;10;30-60;Rhopilema nomadica;0;49124;Unspecified;1;2015;Spring;6;0;1.0;25;Center;11;32.355448;34.790955;100,456.34,600
Offshore;16/06/2015;9;Mich-Had;Other;50;30-60;Rhopilema nomadica;0;49131;1-6 miles;0;2015;Spring;6;0;1.0;25;Center;10;32.355448;34.790955;100,456.34,600
Offshore;16/06/2015;11;Mich-Had;Other;50;Oct-60;Rhopilema nomadica;0;49128;200 meters-1 mile;0;2015;Spring;6;1;1.0;25;Center;10;32.355448;34.790955;100,456.34,600
Inshore;16/06/2015;6;Rsh-Jaf;Swimming;10;30-60;Rhopilema nomadica;1;49130;Unspecified;1;2015;Spring;6;0;1.0;25;South;16;31.809739;34.568481;100,456.34,600
Inshore;16/06/2015;9;Ask-Ash;Swimming;0;Unspecified;0;0;49146;Unspecified;0;2015;Spring;6;0;1.0;25;South;19;31.809739;34.568481;100,456.34,600
Inshore;17/06/2015;11;Nah-Rhn;Swimming;10;30-60;Rhopilema nomadica;0;49141;Unspecified;0;2015;Spring;6;0;1.0;25;North;1;32.849519;34.943390;100,456.34,600
Inshore;17/06/2015;19;Tir-Shq;Walking on Beach;2;Oct-30;Rhopilema nomadica;לא הייתי במים;49142;Unspecified;1;2015;Spring;6;0;1.0;25;North;5;32.849519;34.943390;100,456.34,600
Offshore;17/06/2015;17;Tir-Shq;Yacht;50;Over 60;Rhopilema nomadica;1;49211;1-6 miles;0;2015;Spring;6;0;1.0;25;North;5;32.849519;34.943390;100,456.34,600
Inshore;17/06/2015;9;Shq-Hbay;Swimming;0;Unspecified;0;0;49136;Unspecified;0;2015;Spring;6;1;1.0;25;North;4;32.849519;34.943390;100,456.34,600
Offshore;17/06/2015;15;Atl-Tir;Other;10;30-60;Rhopilema nomadica;1;49145;200 meters-1 mile;0;2015;Spring;6;1;1.0;25;North;6;32.849519;34.943390;100,456.34,600
Inshore;17/06/2015;8;Jsr-Dor;Swimming;2;Oct-30;Rhopilema nomadica;0;49134;Unspecified;0;2015;Spring;6;1;1.0;25;Center;8;32.355448;34.790955;100,456.34,600
Offshore;17/06/2015;16;Mich-Had;Other;50;Oct-60;Rhopilema nomadica;0;49144;200 meters-1 mile;0;2015;Spring;6;1;1.0;25;Center;10;32.355448;34.790955;100,456.34,600
Offshore;17/06/2015;8;Jaf-Tlv;Other;2;Oct-30;Rhopilema nomadica;0;49132;200 meters-1 mile;0;2015;Spring;6;0;1.0;25;South;15;31.809739;34.568481;100,456.34,600
Inshore;17/06/2015;7;Jaf-Tlv;Swimming;10;Oct-30;Rhopilema nomadica;1;49133;Unspecified;0;2015;Spring;6;0;1.0;25;South;15;31.809739;34.568481;100,456.34,600
Inshore;17/06/2015;14;Jaf-Tlv;Swimming;2;Oct-30;Rhopilema nomadica;1;49135;Unspecified;0;2015;Spring;6;0;1.0;25;South;15;31.809739;34.568481;100,456.34,600
Inshore;18/06/2015;6;Tir-Shq;Swimming;10;Oct-30;Rhopilema nomadica;1;49143;Unspecified;0;2015;Spring;6;0;1.0;25;North;5;32.849519;34.943390;100,456.34,600
Inshore;18/06/2015;19;Hbay-Aco;Walking on Beach;2;Oct-30;Rhizostoma pulmo;1;49150;Unspecified;1;2015;Spring;5;0;1.0;25;North;3;32.849519;34.943390;100,456.34,600
Inshore;18/06/2015;11;Shq-Hbay;Swimming;50;Oct-30;Rhopilema nomadica;0;49155;Unspecified;0;2015;Spring;6;0,5;1.0;25;North;4;32.849519;34.943390;100,456.34,600
Inshore;18/06/2015;15;Atl-Tir;Swimming;50;0-60;Rhopilema nomadica;1;49148;Unspecified;0;2015;Spring;5;1;1.0;25;North;6;32.849519;34.943390;100,456.34,600
Inshore;18/06/2015;9;Jsr-Dor;Other;50;Oct-30;Rhopilema nomadica;לא הייתי במים;49152;Unspecified;1;2015;Spring;5;0;1.0;25;Center;8;32.355448;34.790955;100,456.34,600
Inshore;18/06/2015;9;Jsr-Dor;Other;2;Oct-30;Rhizostoma pulmo;לא הייתי במים;49153;Unspecified;0;2015;Spring;5;0;1.0;25;Center;8;32.355448;34.790955;100,456.34,600
Inshore;18/06/2015;14;Mich-Had;Walking on Beach;10;Oct-30;Rhopilema nomadica;0;49154;Unspecified;1;2015;Spring;5;0;1.0;25;Center;10;32.355448;34.790955;100,456.34,600
Inshore;18/06/2015;13;Fal-Nat;Walking on Beach;2;30-60;Rhizostoma pulmo;1;49185;Unspecified;1;2015;Spring;5;0;1.0;25;Center;12;32.355448;34.790955;100,456.34,600
Inshore;18/06/2015;9;Rsh-Jaf;Surfing;50;30-60;Rhopilema nomadica;1;49147;Unspecified;1;2015;Spring;5;0;1.0;25;South;16;31.809739;34.568481;100,456.34,600
Inshore;18/06/2015;17;Ask-Ash;Walking on Beach;2;30-60;Rhopilema nomadica;0;49149;Unspecified;1;2015;Spring;5;0;1.0;25;South;19;31.809739;34.568481;100,456.34,600
Inshore;18/06/2015;15;Gaz-Ask;Swimming;2;30-60;Rhizostoma pulmo;1;49151;Unspecified;1;2015;Spring;5;0;1.0;25;South;20;31.809739;34.568481;100,456.34,600
Inshore;18/06/2015;13;Plm-Rsh;Walking on Beach;10;Oct-30;Rhopilema nomadica;0;49191;Unspecified;1;2015;Spring;5;0;1.0;25;South;17;31.809739;34.568481;100,456.34,600
Inshore;18/06/2015;13;Rsh-Jaf;Swimming;10;Oct-30;Rhopilema nomadica;1;49157;Unspecified;1;2015;Spring;5;0,5;1.0;25;South;16;31.809739;34.568481;100,456.34,600
Offshore;18/06/2015;19;Ash-Plm;Other;2;30-60;Rhopilema nomadica;1;49214;200 meters-1 mile;0;2015;Spring;5;1;1.0;25;South;18;31.809739;34.568481;100,456.34,600
Offshore;18/06/2015;19;Ash-Plm;Other;50;0-10;Rhizostoma pulmo;0;49215;200 meters-1 mile;0;2015;Spring;5;1;1.0;25;South;18;31.809739;34.568481;100,456.34,600
Inshore;19/06/2015;11;Aco-Nah;Walking on Beach;2;Oct-30;Rhizostoma pulmo;1;49160;Unspecified;1;2015;Spring;5;0;1.0;25;North;2;32.849519;34.943390;100,456.34,600
Inshore;19/06/2015;17;Dor-Atl;Walking on Beach;10;30-60;Rhopilema nomadica;0;49182;Unspecified;1;2015;Spring;5;0;1.0;25;North;7;32.849519;34.943390;100,456.34,600
Inshore;19/06/2015;18;Tlv-Hrz;Swimming;2;0-10;Rhopilema nomadica;1;49173;Unspecified;1;2015;Spring;5;0;1.0;25;Center;14;32.355448;34.790955;100,456.34,600
Inshore;19/06/2015;11;Nat-Mich;Swimming;50;0-60;Rhopilema nomadica;0;49177;Unspecified;0;2015;Spring;5;0;1.0;25;Center;11;32.355448;34.790955;100,456.34,600
Inshore;19/06/2015;18;Jsr-Dor;Swimming;2;Oct-30;Rhopilema nomadica;0;49176;Unspecified;0;2015;Spring;5;1;1.0;25;Center;8;32.355448;34.790955;100,456.34,600
Inshore;19/06/2015;9;Jaf-Tlv;Other;2;30-60;Rhopilema nomadica;0;49158;Unspecified;0;2015;Spring;5;0;1.0;25;South;15;31.809739;34.568481;100,456.34,600
Inshore;19/06/2015;9;Jaf-Tlv;Other;2;0-10;Mnemyopsis Leidyi;0;49159;Unspecified;0;2015;Spring;5;0;1.0;25;South;15;31.809739;34.568481;100,456.34,600
Offshore;19/06/2015;18;Jaf-Tlv;Other;2;Oct-30;Rhizostoma pulmo;0;49178;200 meters-1 mile;0;2015;Spring;6;0;1.0;25;South;15;31.809739;34.568481;100,456.34,600
Inshore;19/06/2015;17;Rsh-Jaf;Swimming;2;Oct-30;Rhizostoma pulmo;1;49179;Unspecified;0;2015;Spring;5;0;1.0;25;South;16;31.809739;34.568481;100,456.34,600
Inshore;19/06/2015;15;Jaf-Tlv;Swimming;2;0-10;Rhopilema nomadica;0;49195;Unspecified;0;2015;Spring;5;0;1.0;25;South;15;31.809739;34.568481;100,456.34,600
Offshore;19/06/2015;17;Ask-Ash;Yacht;50;30-60;Rhopilema nomadica;0;49174;200 meters-1 mile;0;2015;Spring;5;1;1.0;25;South;19;31.809739;34.568481;100,456.34,600
Offshore;19/06/2015;17;Ask-Ash;Yacht;50;30-60;Rhizostoma pulmo;0;49175;200 meters-1 mile;0;2015;Spring;6;1;1.0;25;South;19;31.809739;34.568481;100,456.34,600
Inshore;20/06/2015;10;Nah-Rhn;Walking on Beach;0;Unspecified;0;0;49184;Unspecified;0;2015;Spring;6;0;1.0;25;North;1;32.849519;34.943390;100,456.34,600
Inshore;20/06/2015;16;Dor-Atl;Swimming;2;Unspecified;Rhopilema nomadica;0;49187;Unspecified;0;2015;Spring;6;0;1.0;25;North;7;32.849519;34.943390;100,456.34,600
Inshore;20/06/2015;16;Dor-Atl;Swimming;2;Unspecified;Rhopilema nomadica;0;49188;Unspecified;0;2015;Spring;6;0;1.0;25;North;7;32.849519;34.943390;100,456.34,600
Inshore;20/06/2015;16;Dor-Atl;Swimming;2;Unspecified;Rhopilema nomadica;0;49189;Unspecified;0;2015;Spring;6;0;1.0;25;North;7;32.849519;34.943390;100,456.34,600
Inshore;20/06/2015;15;Shq-Hbay;Swimming;50;30-60;Rhopilema nomadica;1;49198;Unspecified;1;2015;Spring;5;0;1.0;25;North;4;32.849519;34.943390;100,456.34,600
Inshore;20/06/2015;15;Shq-Hbay;Swimming;50;30-60;Rhizostoma pulmo;1;49199;Unspecified;1;2015;Spring;5;0;1.0;25;North;4;32.849519;34.943390;100,456.34,600
Inshore;20/06/2015;18;Tir-Shq;Walking on Beach;10;Oct-30;Rhopilema nomadica;1;49213;Unspecified;1;2015;Spring;5;0;1.0;25;North;5;32.849519;34.943390;100,456.34,600
Inshore;20/06/2015;7;Nat-Mich;Surfing;10;Unspecified;Rhopilema nomadica;1;49180;Unspecified;0;2015;Spring;6;0;1.0;25;Center;11;32.355448;34.790955;100,456.34,600
Inshore;20/06/2015;7;Nat-Mich;Surfing;2;Unspecified;Rhizostoma pulmo;1;49181;Unspecified;0;2015;Spring;5;0;1.0;25;Center;11;32.355448;34.790955;100,456.34,600
Inshore;20/06/2015;16;Hrz-Fal;Surfing;2;Unspecified;Rhopilema nomadica;1;49190;Unspecified;0;2015;Spring;6;0;1.0;25;Center;13;32.355448;34.790955;100,456.34,600
Inshore;20/06/2015;8;Nat-Mich;Surfing;2;Oct-30;Rhopilema nomadica;1;49203;Unspecified;1;2015;Spring;5;0;1.0;25;Center;11;32.355448;34.790955;100,456.34,600
Inshore;20/06/2015;10;Jaf-Tlv;Walking on Beach;0;Unspecified;0;0;49183;Unspecified;0;2015;Spring;6;0;1.0;25;South;15;31.809739;34.568481;100,456.34,600
Inshore;20/06/2015;9;Ash-Plm;Swimming;10;30-60;Rhizostoma pulmo;1;49186;Unspecified;0;2015;Spring;5;0;1.0;25;South;18;31.809739;34.568481;100,456.34,600
Inshore;20/06/2015;12;Plm-Rsh;Swimming;0;Unspecified;0;0;49192;Unspecified;0;2015;Spring;6;0;1.0;25;South;17;31.809739;34.568481;100,456.34,600
Inshore;21/06/2015;18;Tir-Shq;Walking on Beach;2;30-60;Rhizostoma pulmo;1;49197;Unspecified;1;2015;Spring;6;0;1.0;26;North;5;32.849519;34.943390;100,456.34,600
Inshore;21/06/2015;17;Hbay-Aco;Other;2;30-60;Rhopilema nomadica;1;49209;Unspecified;1;2015;Spring;5;0;1.0;26;North;3;32.849519;34.943390;100,456.34,600
Inshore;21/06/2015;11;Tir-Shq;Walking on Beach;2;30-60;Rhopilema nomadica;0;49194;Unspecified;0;2015;Spring;5;1;1.0;26;North;5;32.849519;34.943390;100,456.34,600
Inshore;21/06/2015;17;Atl-Tir;Walking on Beach;10;Over 60;Rhopilema nomadica;0;49201;Unspecified;0;2015;Spring;5;1;1.0;26;North;6;32.849519;34.943390;100,456.34,600
Offshore;21/06/2015;16;Rsh-Jaf;Other;10;30-60;Rhopilema nomadica;1;49196;200 meters-1 mile;0;2015;Spring;6;0;1.0;26;South;16;31.809739;34.568481;100,456.34,600
Inshore;21/06/2015;15;Gaz-Ask;Surfing;10;Oct-30;Rhizostoma pulmo;1;49200;Unspecified;0;2015;Spring;5;0;1.0;26;South;20;31.809739;34.568481;100,456.34,600
Inshore;21/06/2015;22;Ask-Ash;Walking on Beach;2;Over 60;Rhopilema nomadica;לא הייתי במים;49202;Unspecified;1;2015;Spring;6;0;1.0;26;South;19;31.809739;34.568481;100,456.34,600
Offshore;21/06/2015;11;Ash-Plm;Other;10;0-10;Rhopilema nomadica;0;49193;1-6 miles;0;2015;Spring;6;1;1.0;26;South;18;31.809739;34.568481;100,456.34,600
Inshore;22/06/2015;12;Shq-Hbay;Swimming;0;Unspecified;0;0;49208;Unspecified;0;2015;Spring;6;1;1.0;26;North;4;32.849519;34.943390;100,456.34,600
Inshore;22/06/2015;16;Atl-Tir;Swimming;50;0-60;Rhopilema nomadica;0;49212;Unspecified;0;2015;Spring;6;1;1.0;26;North;6;32.849519;34.943390;100,456.34,600
Offshore;22/06/2015;11;Mich-Had;Other;50;Oct-60;Rhopilema nomadica;0;49205;200 meters-1 mile;0;2015;Spring;6;0;1.0;26;Center;10;32.355448;34.790955;100,456.34,600
Offshore;22/06/2015;11;Mich-Had;Other;2;Oct-30;Rhizostoma pulmo;0;49206;200 meters-1 mile;0;2015;Spring;6;0;1.0;26;Center;10;32.355448;34.790955;100,456.34,600
Offshore;22/06/2015;11;Mich-Had;Other;50;0-10;Mnemyopsis Leidyi;0;49207;200 meters-1 mile;0;2015;Spring;6;0;1.0;26;Center;10;32.355448;34.790955;100,456.34,600
Inshore;22/06/2015;8;Hrz-Fal;Surfing;2;Oct-30;Rhopilema nomadica;1;49216;Unspecified;1;2015;Spring;6;0;1.0;26;Center;13;32.355448;34.790955;100,456.34,600
Inshore;22/06/2015;8;Jsr-Dor;Swimming;2;Oct-30;Rhopilema nomadica;0;49204;Unspecified;0;2015;Spring;6;1;1.0;26;Center;8;32.355448;34.790955;100,456.34,600
Offshore;22/06/2015;15;Jaf-Tlv;Other;50;Over 60;Rhopilema nomadica;1;49210;200 meters-1 mile;0;2015;Spring;6;0;1.0;26;South;15;31.809739;34.568481;100,456.34,600
Inshore;23/06/2015;10;Tir-Shq;Walking on Beach;2;Oct-30;Rhopilema nomadica;0;49217;Unspecified;0;2015;Spring;6;1;1.0;26;North;5;32.849519;34.943390;100,456.34,600
Inshore;23/06/2015;14;Nat-Mich;Swimming;2;30-60;Rhopilema nomadica;0;49222;Unspecified;0;2015;Spring;6;0;1.0;26;Center;11;32.355448;34.790955;100,456.34,600
Inshore;23/06/2015;8;Jsr-Dor;Swimming;2;30-60;Rhopilema nomadica;0;49218;Unspecified;1;2015;Spring;6;1;1.0;26;Center;8;32.355448;34.790955;100,456.34,600
Inshore;23/06/2015;8;Jsr-Dor;Swimming;10;0-10;Aurelia aurita;0;49219;Unspecified;0;2015;Spring;6;1;1.0;26;Center;8;32.355448;34.790955;100,456.34,600
Inshore;23/06/2015;12;Gaz-Ask;Swimming;50;Oct-30;Cassiopea andromeda;0;49220;Unspecified;1;2015;Spring;6;0;1.0;26;South;20;31.809739;34.568481;100,456.34,600
Offshore;23/06/2015;16;Ash-Plm;Yacht;50;30-60;Rhopilema nomadica;0;49221;200 meters-1 mile;0;2015;Spring;6;0;1.0;26;South;18;31.809739;34.568481;100,456.34,600
Inshore;23/06/2015;8;Ask-Ash;Swimming;2;Oct-30;Rhopilema nomadica;0;49223;Unspecified;1;2015;Spring;6;0;1.0;26;South;19;31.809739;34.568481;100,456.34,600
Inshore;23/06/2015;8;Ask-Ash;Swimming;2;Oct-30;Rhizostoma pulmo;0;49224;Unspecified;1;2015;Spring;6;0;1.0;26;South;19;31.809739;34.568481;100,456.34,600
Inshore;23/06/2015;8;Ask-Ash;Swimming;10;0-10;Philorhiza punctata;0;49225;Unspecified;0;2015;Spring;6;0;1.0;26;South;19;31.809739;34.568481;100,456.34,600
Inshore;24/06/2015;4;Shq-Hbay;Surfing;2;Oct-30;Rhopilema nomadica;0;49229;Unspecified;1;2015;Spring;6;0;1.0;26;North;4;32.849519;34.943390;100,456.34,600
Inshore;24/06/2015;18;Tir-Shq;Surfing;0;Unspecified;0;0;49230;Unspecified;0;2015;Spring;6;0;1.0;26;North;5;32.849519;34.943390;100,456.34,600
Inshore;24/06/2015;18;Shq-Hbay;Surfing;0;Unspecified;0;1;49245;Unspecified;1;2015;Spring;6;0;1.0;26;North;4;32.849519;34.943390;100,456.34,600
Inshore;24/06/2015;11;Plm-Rsh;Swimming;2;Oct-30;Rhopilema nomadica;0;49227;Unspecified;1;2015;Spring;6;0;1.0;26;South;17;31.809739;34.568481;100,456.34,600
Inshore;24/06/2015;11;Plm-Rsh;Swimming;0;Unspecified;0;0;49228;Unspecified;0;2015;Spring;6;0;1.0;26;South;17;31.809739;34.568481;100,456.34,600
Inshore;25/06/2015;17;Dor-Atl;Swimming;0;Unspecified;0;0;49231;Unspecified;0;2015;Spring;6;0;1.0;26;North;7;32.849519;34.943390;100,456.34,600
Inshore;25/06/2015;6;Shq-Hbay;Surfing;2;Oct-30;Rhopilema nomadica;1;49232;Unspecified;0;2015;Spring;6;0;1.0;26;North;4;32.849519;34.943390;100,456.34,600
Inshore;25/06/2015;10;Dor-Atl;Swimming;2;Oct-30;Rhizostoma pulmo;0;49233;Unspecified;1;2015;Spring;6;0;1.0;26;North;7;32.849519;34.943390;100,456.34,600
Inshore;25/06/2015;12;Nah-Rhn;Swimming;10;Oct-30;Rhopilema nomadica;1;49234;Unspecified;1;2015;Spring;6;0;1.0;26;North;1;32.849519;34.943390;100,456.34,600
Inshore;25/06/2015;15;Atl-Tir;Swimming;10;30-60;Rhopilema nomadica;1;49244;Unspecified;1;2015;Spring;6;1;1.0;26;North;6;32.849519;34.943390;100,456.34,600
Inshore;25/06/2015;10;Jaf-Tlv;Swimming;2;30-60;Rhizostoma pulmo;1;49252;Unspecified;1;2015;Spring;6;0;1.0;26;South;15;31.809739;34.568481;100,456.34,600
Offshore;25/06/2015;9;Ask-Ash;Other;10;30-60;Rhopilema nomadica;0;49246;200 meters-1 mile;0;2015;Spring;6;1;1.0;26;South;19;31.809739;34.568481;100,456.34,600
Offshore;25/06/2015;9;Ask-Ash;Other;10;0-60;Philorhiza punctata;0;49247;200 meters-1 mile;0;2015;Spring;6;1;1.0;26;South;19;31.809739;34.568481;100,456.34,600
Inshore;26/06/2015;9;Shq-Hbay;Surfing;2;0-30;Rhopilema nomadica;1;49249;Unspecified;1;2015;Spring;6;0;1.0;26;North;4;32.849519;34.943390;100,456.34,600
Inshore;27/06/2015;9;Hbay-Aco;Surfing;0;Unspecified;0;0;49251;Unspecified;1;2015;Spring;6;0;1.0;26;North;3;32.849519;34.943390;100,456.34,600
Inshore;27/06/2015;12;Tir-Shq;Swimming;0;Unspecified;0;0;49250;Unspecified;0;2015;Spring;6;1;1.0;26;North;5;32.849519;34.943390;100,456.34,600
Inshore;27/06/2015;12;Tlv-Hrz;Swimming;10;Over 60;Rhopilema nomadica;1;49253;Unspecified;0;2015;Spring;6;0;1.0;26;Center;14;32.355448;34.790955;100,456.34,600
Inshore;28/06/2015;0;Tlv-Hrz;Other;0;Unspecified;0;0;49226;Unspecified;0;2015;Spring;6;0;1.0;27;Center;14;32.355448;34.790955;100,456.34,600
Offshore;28/06/2015;7;Tlv-Hrz;Fishing;10;Unspecified;Philorhiza punctata;0;49276;200 meters-1 mile;0;2015;Spring;6;0;1.0;27;Center;14;32.355448;34.790955;100,456.34,600
Inshore;29/06/2015;0;Atl-Tir;Walking on Beach;10;Oct-30;Rhizostoma pulmo;0;49274;Unspecified;1;2015;Spring;6;0;1.0;27;North;6;32.849519;34.943390;100,456.34,600
Inshore;29/06/2015;0;Atl-Tir;Walking on Beach;0;Unspecified;0;0;49275;Unspecified;0;2015;Spring;6;0;1.0;27;North;6;32.849519;34.943390;100,456.34,600
Inshore;29/06/2015;19;Atl-Tir;Surfing;2;30-60;Rhopilema nomadica;1;49325;Unspecified;0;2015;Spring;6;0;1.0;27;North;6;32.849519;34.943390;100,456.34,600
Inshore;29/06/2015;19;Atl-Tir;Surfing;2;Oct-30;Rhizostoma pulmo;1;49326;Unspecified;0;2015;Spring;6;0;1.0;27;North;6;32.849519;34.943390;100,456.34,600
Inshore;29/06/2015;8;Shq-Hbay;Swimming;0;Unspecified;0;0;49271;Unspecified;0;2015;Spring;6;1;1.0;27;North;4;32.849519;34.943390;100,456.34,600
Inshore;29/06/2015;8;Hrz-Fal;Surfing;50;0-10;Philorhiza punctata;1;49269;Unspecified;0;2015;Spring;6;0;1.0;27;Center;13;32.355448;34.790955;100,456.34,600
Inshore;29/06/2015;0;Nat-Mich;Surfing;50;Oct-30;Rhopilema nomadica;1;49272;Unspecified;1;2015;Spring;6;0;1.0;27;Center;11;32.355448;34.790955;100,456.34,600
Inshore;29/06/2015;0;Nat-Mich;Surfing;10;Oct-60;Rhizostoma pulmo;1;49273;Unspecified;0;2015;Spring;6;0;1.0;27;Center;11;32.355448;34.790955;100,456.34,600
Inshore;29/06/2015;11;Ask-Ash;Surfing;50;Oct-30;Philorhiza punctata;0;49270;Unspecified;1;2015;Spring;6;0;1.0;27;South;19;31.809739;34.568481;100,456.34,600
Inshore;29/06/2015;12;Jaf-Tlv;Swimming;0;Unspecified;0;0;49277;Unspecified;0;2015;Spring;6;0;1.0;27;South;15;31.809739;34.568481;100,456.34,600
Inshore;29/06/2015;12;Jaf-Tlv;Swimming;0;Unspecified;0;0;49278;Unspecified;0;2015;Spring;6;0;1.0;27;South;15;31.809739;34.568481;100,456.34,600
Inshore;29/06/2015;14;Jaf-Tlv;Other;10;Oct-30;Rhopilema nomadica;0;49279;Unspecified;0;2015;Spring;6;0;1.0;27;South;15;31.809739;34.568481;100,456.34,600
Inshore;30/06/2015;10;Tir-Shq;Walking on Beach;2;Unspecified;Rhopilema nomadica;0;49300;Unspecified;0;2015;Spring;6;1;1.0;27;North;5;32.849519;34.943390;100,456.34,600
Inshore;30/06/2015;13;Had-Jsr;Other;2;Unspecified;Cotylorhiza tuberculata;לא הייתי במים;49280;Unspecified;0;2015;Spring;6;0;1.0;27;Center;9;32.355448;34.790955;100,456.34,600
Inshore;30/06/2015;6;Tlv-Hrz;Surfing;2;30-60;Rhopilema nomadica;0;49281;Unspecified;0;2015;Spring;6;0;1.0;27;Center;14;32.355448;34.790955;100,456.34,600
Inshore;30/06/2015;6;Tlv-Hrz;Surfing;2;Oct-30;Cassiopea andromeda;0;49282;Unspecified;1;2015;Spring;6;0;1.0;27;Center;14;32.355448;34.790955;100,456.34,600
Inshore;30/06/2015;11;Nat-Mich;Surfing;2;Over 60;Rhopilema nomadica;1;49288;Unspecified;1;2015;Spring;6;0;1.0;27;Center;11;32.355448;34.790955;100,456.34,600
Inshore;30/06/2015;11;Nat-Mich;Surfing;2;Oct-30;Philorhiza punctata;0;49289;Unspecified;0;2015;Spring;6;0;1.0;27;Center;11;32.355448;34.790955;100,456.34,600
Inshore;30/06/2015;10;Hrz-Fal;Surfing;10;Oct-30;Rhizostoma pulmo;0;49296;Unspecified;0;2015;Spring;6;0;1.0;27;Center;13;32.355448;34.790955;100,456.34,600
Inshore;30/06/2015;10;Hrz-Fal;Surfing;50;0-10;Philorhiza punctata;0;49297;Unspecified;0;2015;Spring;6;0;1.0;27;Center;13;32.355448;34.790955;100,456.34,600
Inshore;30/06/2015;17;Nat-Mich;Walking on Beach;10;30-60;Rhopilema nomadica;1;49301;Unspecified;1;2015;Spring;6;0;1.0;27;Center;11;32.355448;34.790955;100,456.34,600
Inshore;30/06/2015;17;Nat-Mich;Walking on Beach;10;30-60;Rhopilema nomadica;1;49302;Unspecified;1;2015;Spring;6;0;1.0;27;Center;11;32.355448;34.790955;100,456.34,600
Offshore;30/06/2015;15;Had-Jsr;Other;50;30-60;Rhopilema nomadica;1;49303;200 meters-1 mile;0;2015;Spring;6;0;1.0;27;Center;9;32.355448;34.790955;100,456.34,600
